company_name,phone,full_address,address_line1,city,state,zip,county,license_number,license_status,license_expiration,contact_name,website,has_website,website_lookup,source,verified_date,phone_valid,phone_e164,phone_national,phone_line_type,phone_region,phone_area_code,phone_flags,phone_validation_status,google_name,google_address,google_phone,google_website,google_maps_url,crossref_status,crossref_confidence,crossref_notes,recommended_phone,recommended_address,phone_match,city_match,address_match
ROSE PLUMBING & SEPTIC SYSTEMS LLC,(806) 872-3502,"PO BOX 1204, LAMESA, TX 79331",PO BOX 1204,LAMESA,TX,79331,DAWSON,9437,Current,11/30/2026,BILLIE ROSE,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+18068723502,(806) 872-3502,landline_or_mobile,"Lamesa, TX",806,po_box_address,valid_with_flags,,,,,https://www.google.com/maps/search/?api=1&query=ROSE+PLUMBING+%26+SEPTIC+SYSTEMS+LLC+PO+BOX+1204+TX,no_google_listing,low,Google Places: no matching listing found,(806) 872-3502,"PO BOX 1204, LAMESA, TX 79331",,,
HARRIS PLUMBING HEAT & AIR,(432) 758-6129,"301 SW 23RD, SEMINOLE, TX 79360",301 SW 23RD,SEMINOLE,TX,79360,GAINES,15306,Current,07/31/2026,KENNITH HARRIS,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+14327586129,(432) 758-6129,landline_or_mobile,"Seminole, TX",432,,valid,Harris Plumbing Heating & Air,"301 SW 23rd St, Seminole, TX 79360",(432) 758-6129,,https://maps.google.com/?cid=9284224390939837183&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,verified,high,Phone matches TSBPE and Google; Address matches TSBPE and Google,(432) 758-6129,"301 SW 23RD, SEMINOLE, TX 79360",yes,yes,yes
SHOFFNER PLUMBING INC,(940) 937-2969,"701 AVENUE D SE, CHILDRESS, TX 79201",701 AVENUE D SE,CHILDRESS,TX,79201,CHILDRESS,22711,Current,04/30/2027,TERRY SHOFFNER,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+19409372969,(940) 937-2969,landline_or_mobile,"Childress, TX",940,,valid,Shoffner Plumbing,"701 7th St SE, Childress, TX 79201",(940) 937-2969,,https://maps.google.com/?cid=1521559424039772828&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,verified,high,Phone matches TSBPE and Google; Address matches TSBPE and Google,(940) 937-2969,"701 AVENUE D SE, CHILDRESS, TX 79201",yes,yes,yes
DANIEL HINOJOSA DBA HINOJOSA PLUMBING,(830) 623-0586,"158  PR. 3294 CR 329, KENEDY, TX 78119",158  PR. 3294 CR 329,KENEDY,TX,78119,KARNES,37996,Current,09/30/2026,DANIEL HINOJOSA,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+18306230586,(830) 623-0586,landline_or_mobile,"New Braunfels, TX",830,,valid,Pro Plumber in Yorba Linda Co,"18551 Altrudy Ln, Yorba Linda, CA 92886",(657) 345-2676,http://proplumberinyorbalindaco.com/,https://maps.google.com/?cid=11401597200936187138&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (830) 623-0586 vs Google (657) 345-2676; Address differs; prefer Google street address; Google website: http://proplumberinyorbalindaco.com/; Manual review recommended,(657) 345-2676,"18551 Altrudy Ln, Yorba Linda, CA 92886",no,no,no
ASHMORE PLUMBING,(254) 784-3662,"PO BOX 167, HAMILTON, TX 76531",PO BOX 167,HAMILTON,TX,76531,HAMILTON,41869,Current,04/30/2027,CODY ASHMORE,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+12547843662,(254) 784-3662,landline_or_mobile,Texas,254,po_box_address,valid_with_flags,Ashmore Plumbing,"400 E Baker St, Hamilton, TX 76531",(254) 386-3845,https://www.ashmoreplumbingtx.com/,https://maps.google.com/?cid=17366266057737685086&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,partial_match,medium,Phone mismatch: TSBPE (254) 784-3662 vs Google (254) 386-3845; TSBPE PO box; prefer Google street address; Google website: https://www.ashmoreplumbingtx.com/,(254) 386-3845,"400 E Baker St, Hamilton, TX 76531",no,yes,no
CRAFT PLUMBING AND CONSTRUCTION LLC,(830) 554-0565,"PO BOX 872, BLANCO, TX 78606",PO BOX 872,BLANCO,TX,78606,BLANCO,42874,Current,03/31/2027,JOHN CRAFT,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+18305540565,(830) 554-0565,landline_or_mobile,Texas,830,po_box_address,valid_with_flags,Homecraft Plumbing,"3453 University Ave, San Diego, CA 92104",,,https://maps.google.com/?cid=4720642204415000508&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Google listing has no phone; keeping TSBPE phone; TSBPE PO box; prefer Google street address; Manual review recommended,(830) 554-0565,"3453 University Ave, San Diego, CA 92104",no,no,no
MARTINEZ PLUMBING & CONSTRUCTION,(940) 282-9532,"533  N 2ND STREET, JACKSBORO, TX 76458",533  N 2ND STREET,JACKSBORO,TX,76458,JACK,41145,Current,08/31/2026,DAMON MARTINEZ,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+19402829532,(940) 282-9532,landline_or_mobile,Texas,940,,valid,Martin Plumbing Company Inc.,"2580 N Canal St, Orange, CA 92865",(714) 504-2826,http://www.martinplumbingcompany.com/,https://maps.google.com/?cid=12921240083711298171&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (940) 282-9532 vs Google (714) 504-2826; Address differs; prefer Google street address; Google website: http://www.martinplumbingcompany.com/; Manual review recommended,(714) 504-2826,"2580 N Canal St, Orange, CA 92865",no,no,no
DBA: BOB'S PLUMBING,(806) 669-1940,"1105 GARLAND, PAMPA, TX 79065",1105 GARLAND,PAMPA,TX,79065,GRAY,39105,Current,09/30/2026,BOBBY FAIRES,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+18066691940,(806) 669-1940,landline_or_mobile,"Pampa, TX",806,,valid,bob the plumber | plumbing services in burbank,"913 Groton Dr, Burbank, CA 91504",(818) 468-7802,,https://maps.google.com/?cid=6910941171983197643&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (806) 669-1940 vs Google (818) 468-7802; Address differs; prefer Google street address; Manual review recommended,(818) 468-7802,"913 Groton Dr, Burbank, CA 91504",no,no,no
BUSBY PLUMBING,(254) 562-2558,"2146 LCR 377, MEXIA, TX 76667",2146 LCR 377,MEXIA,TX,76667,LIMESTONE,36684,Current,04/30/2027,DANA BUSBY,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+12545622558,(254) 562-2558,landline_or_mobile,"Mexia, TX",254,,valid,"Busby's Plumbing Service of Mexia, TX","2146 Lcr 377, Mexia, TX 76667",(254) 562-2558,http://busbyplumbing.com/,https://maps.google.com/?cid=14901523999067449785&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,verified,high,Phone matches TSBPE and Google; Address matches TSBPE and Google; Google website: http://busbyplumbing.com/,(254) 562-2558,"2146 LCR 377, MEXIA, TX 76667",yes,yes,yes
ADVANTAGE PLUMBING CO,(806) 395-8270,"618 N. FLORIDA ST., BORGER, TX 79007",618 N. FLORIDA ST.,BORGER,TX,79007,HUTCHINSON,28874,Current,07/31/2027,WILLIAM CLINE,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+18063958270,(806) 395-8270,landline_or_mobile,Texas,806,,valid,Advantage Plumbing Co,"618 N Florida St, Borger, TX 79007",(806) 395-8270,,https://maps.google.com/?cid=17333371608818803778&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,verified,high,Phone matches TSBPE and Google; Address matches TSBPE and Google,(806) 395-8270,"618 N. FLORIDA ST., BORGER, TX 79007",yes,yes,yes
PLUMB KRAZY PLUMBING,(936) 591-0190,"P. O. BOX 1422, CENTER, TX 75935",P. O. BOX 1422,CENTER,TX,75935,SHELBY,36166,Current,02/28/2027,DENNIS LIKER,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+19365910190,(936) 591-0190,landline_or_mobile,"Center, TX",936,po_box_address,valid_with_flags,Plumb Krazy Plumbing,"11649 FM917, Alvarado, TX 76009",(877) 628-7473,https://www.plumbkrazyplumbing.com/,https://maps.google.com/?cid=12840250084457481798&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (936) 591-0190 vs Google (877) 628-7473; TSBPE PO box; prefer Google street address; Google website: https://www.plumbkrazyplumbing.com/; Manual review recommended,(877) 628-7473,"11649 FM917, Alvarado, TX 76009",no,no,no
BARTON PLUMBING,(806) 323-2444,"PO BOX 697, CANADIAN, TX 79014",PO BOX 697,CANADIAN,TX,79014,HEMPHILL,13768,Current,08/31/2026,PRICE BARTON,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+18063232444,(806) 323-2444,landline_or_mobile,"Canadian, TX",806,po_box_address,valid_with_flags,,,,,https://www.google.com/maps/search/?api=1&query=BARTON+PLUMBING+PO+BOX+697+TX,no_google_listing,low,Google Places: no matching listing found,(806) 323-2444,"PO BOX 697, CANADIAN, TX 79014",,,
KOTLAR PLUMBING CO INC,(361) 782-3536,"203 SOUTH EAST ST, EDNA, TX 77957",203 SOUTH EAST ST,EDNA,TX,77957,JACKSON,18271,Current,09/30/2026,LARRY KOTLAR,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+13617823536,(361) 782-3536,landline_or_mobile,"Edna, TX",361,,valid,Kotlar Plumbing,"203 S East St, Edna, TX 77957",(361) 782-3536,,https://maps.google.com/?cid=1579846140047681008&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,verified,high,Phone matches TSBPE and Google; Address matches TSBPE and Google,(361) 782-3536,"203 SOUTH EAST ST, EDNA, TX 77957",yes,yes,yes
4 J'S PLUMBING,(936) 203-6135,"1271 PR 3225 PO BOX 190, MARQUEZ, TX 77856",1271 PR 3225 PO BOX 190,MARQUEZ,TX,77856,ROBERTSON,17634,Current,03/31/2027,JAMES KOENIG,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+19362036135,(936) 203-6135,landline_or_mobile,Texas,936,po_box_address,valid_with_flags,J's Plumbing,"5130 E La Palma Ave, Anaheim, CA 92807",(714) 395-3249,http://www.jsplumbingoc.com/,https://maps.google.com/?cid=3870950859413166733&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (936) 203-6135 vs Google (714) 395-3249; TSBPE PO box; prefer Google street address; Google website: http://www.jsplumbingoc.com/; Manual review recommended,(714) 395-3249,"5130 E La Palma Ave, Anaheim, CA 92807",no,no,no
HAAK PLUMBING,(254) 883-0298,"1469 STATE HWY 7, CHILTON, TX 76632",1469 STATE HWY 7,CHILTON,TX,76632,FALLS,36857,Current,08/31/2026,JEREMY HAAK,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+12548830298,(254) 883-0298,landline_or_mobile,"Marlin, TX",254,,valid,"AA Atlas Plumbing, Heating, & Air","17120 Marda Ave, Yorba Linda, CA 92886",(714) 970-5885,https://www.aaatlasplumbing.com/,https://maps.google.com/?cid=8907558248450149390&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (254) 883-0298 vs Google (714) 970-5885; Address differs; prefer Google street address; Google website: https://www.aaatlasplumbing.com/; Manual review recommended,(714) 970-5885,"17120 Marda Ave, Yorba Linda, CA 92886",no,no,no
PHELPS PLBG HTG & AC,(806) 662-7126,"304 SAILFISH, HOWARDWICK, TX 79226",304 SAILFISH,HOWARDWICK,TX,79226,DONLEY,12746,Current,04/30/2027,JOHN PHELPS,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+18066627126,(806) 662-7126,landline_or_mobile,Texas,806,,valid,Phelps Plumbing & Heating,"17358 Meceola Rd, Hersey, MI 49639",(231) 832-3257,,https://maps.google.com/?cid=9134090994126143043&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (806) 662-7126 vs Google (231) 832-3257; Address differs; prefer Google street address; Manual review recommended,(231) 832-3257,"17358 Meceola Rd, Hersey, MI 49639",no,no,no
C & S PLUMBING SERVICES INC,(830) 279-4766,"200 CAMINO CORTO, LEAKEY, TX 78873",200 CAMINO CORTO,LEAKEY,TX,78873,REAL,43051,Current,03/31/2027,DAVID CHRISTIAN,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+18302794766,(830) 279-4766,landline_or_mobile,Texas,830,,valid,C&S Plumbing Services,"5637 US-59, Livingston, TX 77351",(936) 449-0078,https://www.cnsplumbingservices.com/,https://maps.google.com/?cid=11905730602616012873&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (830) 279-4766 vs Google (936) 449-0078; Address differs; prefer Google street address; Google website: https://www.cnsplumbingservices.com/; Manual review recommended,(936) 449-0078,"5637 US-59, Livingston, TX 77351",no,no,no
SHIPLET PLUMBING,(940) 553-1397,"1710 STEPHENS ST, VERNON, TX 76384-8052",1710 STEPHENS ST,VERNON,TX,76384-8052,WILBARGER,18482,Current,07/31/2026,CHARLES SHIPLET,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+19405531397,(940) 553-1397,landline_or_mobile,"Vernon, TX",940,,valid,Shiplet Plumbing,"1710 Stephens St, Vernon, TX 76384",(940) 553-1397,,https://maps.google.com/?cid=10630238760180911651&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,verified,high,Phone matches TSBPE and Google; Address matches TSBPE and Google,(940) 553-1397,"1710 STEPHENS ST, VERNON, TX 76384-8052",yes,yes,yes
"STATE-WYED PLUMBING, LLC",(903) 975-3030,"1059 COUNTY ROAD SE 4385, SCROGGINS, TX 75480-6714",1059 COUNTY ROAD SE 4385,SCROGGINS,TX,75480-6714,FRANKLIN,12060,Current,05/31/2027,JOHN RICHARDSON,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+19039753030,(903) 975-3030,landline_or_mobile,Texas,903,,valid,,,,,https://www.google.com/maps/search/?api=1&query=STATE-WYED+PLUMBING%2C+LLC+1059+COUNTY+ROAD+SE+4385+TX,no_google_listing,low,Google Places: no matching listing found,(903) 975-3030,"1059 COUNTY ROAD SE 4385, SCROGGINS, TX 75480-6714",,,
DANNY HRNCIRIK ELECTRIC,(940) 889-8843,"P. O. BOX 230, SEYMOUR, TX 76380",P. O. BOX 230,SEYMOUR,TX,76380,BAYLOR,36539,Current,04/30/2027,DANNY HRNCIRIK,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+19408898843,(940) 889-8843,landline_or_mobile,"Seymour, TX",940,po_box_address,valid_with_flags,Danny Hrncirik Electric,"406 S Tackitt St, Seymour, TX 76380",(940) 889-8843,,https://maps.google.com/?cid=3403672219213016438&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,verified,high,Phone matches TSBPE and Google; TSBPE PO box; prefer Google street address,(940) 889-8843,"406 S Tackitt St, Seymour, TX 76380",yes,yes,no
CHOLLETT PLUMBING LLC,(979) 324-7836,"PO BOX 476, SNOOK, TX 77878",PO BOX 476,SNOOK,TX,77878,BURLESON,38279,Current,08/31/2026,CHRISTOPHER CHOLLETT,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+19793247836,(979) 324-7836,landline_or_mobile,Texas,979,po_box_address,valid_with_flags,,,,,https://www.google.com/maps/search/?api=1&query=CHOLLETT+PLUMBING+LLC+PO+BOX+476+TX,no_google_listing,low,Google Places: no matching listing found,(979) 324-7836,"PO BOX 476, SNOOK, TX 77878",,,
BYRON'S PLUMBING SERVICES INC,(281) 565-9173,"14334 BLUE FALLS DR, SUGAR LAND, TX 77498",14334 BLUE FALLS DR,SUGAR LAND,TX,77498,FISHER,37599,Current,03/31/2027,BYRON GUTIERREZ,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+12815659173,(281) 565-9173,landline_or_mobile,"Sugar Land, TX",281,,valid,Byron's Plumbing & Heating Inc,"412 NJ-47 S, Cape May Court House, NJ 08210",(609) 522-7452,https://www.byronsplumbingandheating.com/,https://maps.google.com/?cid=10237697338537629002&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (281) 565-9173 vs Google (609) 522-7452; Address differs; prefer Google street address; Google website: https://www.byronsplumbingandheating.com/; Manual review recommended,(609) 522-7452,"412 NJ-47 S, Cape May Court House, NJ 08210",no,no,no
CLEAR FORK PLUMBING,(325) 725-0347,"314 N SWENSON, STAMFORD, TX 79553",314 N SWENSON,STAMFORD,TX,79553,JONES,18983,Current,10/31/2026,PATRICK BEVERLY,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+13257250347,(325) 725-0347,landline_or_mobile,Texas,325,,valid,Clear Fork Plumbing,"314 N Swenson St, Stamford, TX 79553",(325) 773-5212,,https://maps.google.com/?cid=8637883023632946295&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,partial_match,medium,Phone mismatch: TSBPE (325) 725-0347 vs Google (325) 773-5212; Address matches TSBPE and Google,(325) 773-5212,"314 N SWENSON, STAMFORD, TX 79553",no,yes,yes
CARSON QUALITY HEAT & AIR LLC,(903) 427-6736,"7864 TX-37, CLARKSVILLE, TX 75426",7864 TX-37,CLARKSVILLE,TX,75426,RED RIVER,37558,Current,02/28/2027,WILLIAM PEARCE,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+19034276736,(903) 427-6736,landline_or_mobile,"Clarksville, TX",903,,valid,,,,,https://www.google.com/maps/search/?api=1&query=CARSON+QUALITY+HEAT+%26+AIR+LLC+7864+TX-37+TX,no_google_listing,low,Google Places: no matching listing found,(903) 427-6736,"7864 TX-37, CLARKSVILLE, TX 75426",,,
G BAR H INC DBA WESTERN PLUMBING & HEATING,(325) 463-5504,"441 PRIVATE RD 869, ROCHELLE, TX 76872",441 PRIVATE RD 869,ROCHELLE,TX,76872,MCCULLOCH,16784,Current,08/31/2026,GARY HUDDLESTON,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+13254635504,(325) 463-5504,landline_or_mobile,Texas,325,,valid,Western Rooter & Plumbing,"2960 Saturn St Unit G, Brea, CA 92821",(714) 930-1813,https://westernrooter.com/regions/brea/,https://maps.google.com/?cid=15054385104545325876&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (325) 463-5504 vs Google (714) 930-1813; Address differs; prefer Google street address; Google website: https://westernrooter.com/regions/brea/; Manual review recommended,(714) 930-1813,"2960 Saturn St Unit G, Brea, CA 92821",no,no,no
HVAC MECHANICAL SERVICES OF  TEXAS LTD DBA HUNTON SERVICES,(832) 262-3057,"14711  BAY WIND COURT, BEACH CITY, TX 77523",14711  BAY WIND COURT,BEACH CITY,TX,77523,CHAMBERS,38267,Current,05/31/2027,MICHAEL PAGAN,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+18322623057,(832) 262-3057,landline_or_mobile,Texas,832,,valid,Hunton Services,"5622 Luce St, Houston, TX 77087",(936) 274-8413,http://www.huntonservices.com/?utm_campaign=gmb,https://maps.google.com/?cid=4490861420759571184&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (832) 262-3057 vs Google (936) 274-8413; Address differs; prefer Google street address; Google website: http://www.huntonservices.com/?utm_campaign=gmb; Manual review recommended,(936) 274-8413,"5622 Luce St, Houston, TX 77087",no,no,no
ANASTAS PLUMBING INC.,(512) 801-0438,"P.O. BOX 1911, MASON, TX 76856",P.O. BOX 1911,MASON,TX,76856,MASON,36388,Current,10/31/2026,KENNETH ANASTAS,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+15128010438,(512) 801-0438,landline_or_mobile,Texas,512,po_box_address,valid_with_flags,,,,,https://www.google.com/maps/search/?api=1&query=ANASTAS+PLUMBING+INC.+P.O.+BOX+1911+TX,no_google_listing,low,Google Places: no matching listing found,(512) 801-0438,"P.O. BOX 1911, MASON, TX 76856",,,
PELL PLUMBING,(530) 414-1446,"P.O BOX 358, GLEN ROSE, TX 76043",P.O BOX 358,GLEN ROSE,TX,76043,SOMERVELL,44111,Current,11/30/2026,MICHAEL PELLETIER,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+15304141446,(530) 414-1446,landline_or_mobile,California,530,non_tx_area_code;po_box_address,valid_with_flags,,,,,https://www.google.com/maps/search/?api=1&query=PELL+PLUMBING+P.O+BOX+358+TX,no_google_listing,low,Google Places: no matching listing found,(530) 414-1446,"P.O BOX 358, GLEN ROSE, TX 76043",,,
TP PLUMBING,(940) 851-9905,"PO BOX  546, HOLLIDAY, TX 76366",PO BOX  546,HOLLIDAY,TX,76366,ARCHER,46221,Current,07/31/2026,TANNER PRICE,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+19408519905,(940) 851-9905,landline_or_mobile,"Wichita Falls, TX",940,po_box_address,valid_with_flags,,,,,https://www.google.com/maps/search/?api=1&query=TP+PLUMBING+PO+BOX++546+TX,no_google_listing,low,Google Places: no matching listing found,(940) 851-9905,"PO BOX  546, HOLLIDAY, TX 76366",,,
THE J B ALLEN CO INC,(830) 374-3618,"2005 SOUTH HWY 83, CRYSTAL CITY, TX 78839",2005 SOUTH HWY 83,CRYSTAL CITY,TX,78839,ZAVALA,1370,Current,09/30/2026,J. ALLEN,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+18303743618,(830) 374-3618,landline_or_mobile,"Crystal City, TX",830,,valid,JB Plumbing,"515 W Allen Ave #13, San Dimas, CA 91773",(909) 592-8487,https://www.jbplumb.com/,https://maps.google.com/?cid=10883305169852959184&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (830) 374-3618 vs Google (909) 592-8487; Address differs; prefer Google street address; Google website: https://www.jbplumb.com/; Manual review recommended,(909) 592-8487,"515 W Allen Ave #13, San Dimas, CA 91773",no,no,no
"AIRWAY PLUMBING, HEATING & A/C",(806) 995-4085,"1007 LYNN ST., TULIA, TX 79088",1007 LYNN ST.,TULIA,TX,79088,SWISHER,36153,Current,09/30/2026,JAMES JOHNSON,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+18069954085,(806) 995-4085,landline_or_mobile,"Tulia, TX",806,,valid,Airway Plumbing Heating & AC,"303 S Bowie Ave, Tulia, TX 79088",(806) 995-2191,,https://maps.google.com/?cid=13786403746034263851&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,partial_match,medium,Phone mismatch: TSBPE (806) 995-4085 vs Google (806) 995-2191; Address matches TSBPE and Google,(806) 995-2191,"1007 LYNN ST., TULIA, TX 79088",no,yes,yes
ULTIMATE PLUMBING,(806) 891-5636,"1102 HOGUE ST, BROWNFIELD, TX 79316",1102 HOGUE ST,BROWNFIELD,TX,79316,TERRY,36435,Current,02/28/2027,JOSE SALGADO,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+18068915636,(806) 891-5636,landline_or_mobile,Texas,806,,valid,Ultimate Plumbing Solutions LLC,"4207 S Dale Mabry Hwy unit 10301, Tampa, FL 33611",(813) 296-2010,https://ultimateplumbingsolutions.com/,https://maps.google.com/?cid=15832065959947740036&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (806) 891-5636 vs Google (813) 296-2010; Address differs; prefer Google street address; Google website: https://ultimateplumbingsolutions.com/; Manual review recommended,(813) 296-2010,"4207 S Dale Mabry Hwy unit 10301, Tampa, FL 33611",no,no,no
REEL PLUMBING LLC,(903) 782-1782,"P. O. BOX 282, COOPER, TX 75432",P. O. BOX 282,COOPER,TX,75432,DELTA,18583,Current,03/31/2027,CARL REEL,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+19037821782,(903) 782-1782,landline_or_mobile,Texas,903,po_box_address,valid_with_flags,,,,,https://www.google.com/maps/search/?api=1&query=REEL+PLUMBING+LLC+P.+O.+BOX+282+TX,no_google_listing,low,Google Places: no matching listing found,(903) 782-1782,"P. O. BOX 282, COOPER, TX 75432",,,
LARRY LUCE PLUMBING,(903) 373-3097,"PO BOX 492, GRAPELAND, TX 75844",PO BOX 492,GRAPELAND,TX,75844,HOUSTON,42729,Current,10/31/2026,LARRY LUCE,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+19033733097,(903) 373-3097,landline_or_mobile,Texas,903,po_box_address,valid_with_flags,,,,,https://www.google.com/maps/search/?api=1&query=LARRY+LUCE+PLUMBING+PO+BOX+492+TX,no_google_listing,low,Google Places: no matching listing found,(903) 373-3097,"PO BOX 492, GRAPELAND, TX 75844",,,
YOUNG PLUMBING LLC,(361) 552-6733,"603  W. AUSTIN, PORT LAVACA, TX 77979",603  W. AUSTIN,PORT LAVACA,TX,77979,CALHOUN,39944,Current,02/28/2027,SHAUN AGUIRRE,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+13615526733,(361) 552-6733,landline_or_mobile,"Port Lavaca, TX",361,,valid,Young Plumbing LLC,"2945 Stanbridge Ct, Bethlehem, PA 18020",(610) 867-5682,http://www.youngplumbingllc.com/,https://maps.google.com/?cid=3349949959283151360&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (361) 552-6733 vs Google (610) 867-5682; Address differs; prefer Google street address; Google website: http://www.youngplumbingllc.com/; Manual review recommended,(610) 867-5682,"2945 Stanbridge Ct, Bethlehem, PA 18020",no,no,no
